date,ad_group,campaign,type,avg_pos,quality_score,cost,impressions,clicks,signups,purchases
6/6/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FINANCE,3.5,8,0.91,16,1,0,0
6/6/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,2.3,9,2.01,27,1,1,0
6/6/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2.1,7,4.5,19,3,1,0
6/6/16,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PRICE,3.5,7,1.9,27,2,0,0
6/6/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,4.5,7,16.33,1689,20,1,0
6/6/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2.675,10,5.65,24,3,1,0
6/6/16,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,2.1,6,55.54,616,33,4,0
6/7/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2.5,8,2.97,34,2,1,0
6/7/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.2,7,20.3,6815,26,5,0
6/7/16,Make:Nissan|Model:Qashqai|Type:Specification,xNew-Make:Nissan|Model:Qashqai|Match:BMM,SPECIFICATION,3.2,6,1.62,56,1,0,0
6/7/16,Make:Nissan|Model:Qashqai|Type:Dealers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEALER,3.7,8,3.47,6,3,0,0
6/7/16,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PRICE,2.3,10,1.13,18,1,1,0
6/7/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,2.6,9,1.37,19,1,0,0
6/7/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CORE,2.7,8,2.93,617,4,0,0
6/7/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,1.87058,9,7.75,51,5,1,0
6/7/16,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,2.7,6,9.95,364,12,0,0
6/7/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,3.42803,7,36.97,3677,40,5,0
6/7/16,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,2.3,6,1.52,59,1,1,0
6/7/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,1.9,7,21.1,1200,25,4,0
6/7/16,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,5.3,8,0.46,18,1,1,0
6/7/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PCP,2.8,8,1.32,9,1,0,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Cheap,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CHEAP,3.4,9,0.93,12,1,0,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2,7,49.6,8428,56,4,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CORE,2.9,8,0.48,56,1,0,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:BMM,REVIEW,2.4,6,0.95,47,1,0,0
6/8/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2.6,8,2.04,36,1,0,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,3.1,8,0.56,12,1,0,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PRICE,3.3,10,1.54,37,3,2,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PRICE,2.2,8,0.87,14,1,1,0
6/8/16,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,2.1,6,5.57,210,7,1,0
6/8/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2.73015,7.8,4.3,63,5,1,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,3.1,7,4.74,468,10,1,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,3.05,9.2,5.2,66,5,1,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,3.7,7,47.23,2603,55,6,0
6/8/16,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,6.8,8,0.26,6,1,0,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,2.6,6,2.17,131,2,0,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,1,10,0.51,1,1,0,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:Exact,BUY,4.4,8,0.61,7,1,0,0
6/8/16,Make:Nissan|Model:Qashqai|Type:Best_Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,BEST-PRICE,1,9,3.52,2,2,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,3.9,8,1.36,30,2,1,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,2.4,10,1.22,53,1,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.3,7,81.39,15237,80,13,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,2.11034,9.5,2.16,29,2,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PRICE,2.7,10,7.67,130,8,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2.5,8,5.25,31,3,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEALS,2.4,9,2.73,41,2,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2.7,8,5.65,29,4,1,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,1.9,6,0.91,23,1,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PRICE,2,8,1.73,6,1,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,3.77924,9,5,53,4,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,2.60026,6,30.86,754,35,9,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FINANCE,2.6421,8.33333,2.98,19,3,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2.5,10,4.29,7,2,1,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,3.1,7,3.17,824,8,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,5.3,8,0.75,13,2,0,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,2.3,7,11.69,876,17,2,0
6/9/16,Make:Nissan|Model:Qashqai|Type:Best_Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,BEST-PRICE,3.7,9,0.83,3,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,2.2,10,2.1,55,2,0,0
6/10/16,Make:Nissan|Model:Qashqai|Country:UK,xNew-Make:Nissan|Model:Qashqai|Match:BMM,UK,2.3,8,3.98,71,6,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,2.2,8,4.96,50,4,1,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Automatic,xNew-Make:Nissan|Model:Qashqai|Match:BMM,AUTOMATIC,4.7,6,0.55,3,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CORE,2.7,8,0.3,191,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW,1.7,8,12.88,484,8,2,0
6/10/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2.3,8,8.2,10,4,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,1.60869,9.5,3.55,23,2,1,0
6/10/16,Make:Nissan|Model:Qashqai|Type:New_For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW-FOR-SALE,1.9,10,1.71,11,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FOR-SALE,3.62142,7.85714,5.36,140,7,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEALS,1.6,9,8.68,43,4,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.4,7,55.11,13936,65,5,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Model_Type,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CORE,2.1,5,0.71,73,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:New_Buy,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW-BUY,2.5,10,0.96,4,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,5.7,8,0.84,56,2,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PCP,2,8,7.86,22,3,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FINANCE,2.10909,8.5,3.65,22,2,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,2.6,7,73.26,3448,76,7,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2.2,10,1.92,6,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,2,6,58.18,570,42,5,0
6/10/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2.05294,7.66666,4.68,34,3,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PRICE,2.84615,8,2.37,13,3,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,2.18695,9,4.33,23,4,2,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,2.2,7,25.59,1175,34,6,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:Exact,BUY,2.5,8,1.78,8,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:New_Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW-PRICE,1.9,8,1.22,6,2,1,0
6/10/16,Make:Nissan|Model:Qashqai|Type:New_Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW-DEALS,2.6,9,0.26,5,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,1.8,6,2.01,40,2,1,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Discount,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DISCOUNT,1,10,1.08,1,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Type:Automatic,xNew-Make:Nissan|Model:Qashqai|Match:Exact,AUTOMATIC,2.9,7,1.19,12,1,0,0
6/10/16,Make:Nissan|Model:Qashqai|Country:UK,xNew-Make:Nissan|Model:Qashqai|Match:Exact,UK,1.3,6,1.23,36,2,1,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:BMM,REVIEW,3.1,6,0.91,58,2,1,1
6/11/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,2.9,8,6.53,80,7,2,0
6/11/16,Make:Nissan|Model:Qashqai|Type:New_Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW-PRICE,3.1,10,1.1,10,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2.4,8,6.21,44,5,2,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.8,7,40.01,14105,81,8,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,2.19655,9.33333,2.31,29,3,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW,2.19449,7.38461,7.27,799,13,1,0
6/11/16,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:BMM,2016,3,6,0.25,627,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEALS,2.5,9,4.89,87,6,3,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,2.8,10,0.76,27,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,SALE,4.7,10,2.61,190,6,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FINANCE,2.78431,8.55555,11.57,51,9,2,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Demo,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEMO,3,5,0.4,1,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PRICE,2,10,0.65,1,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,2.54247,6,11.68,339,21,2,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,2.3,7,13.41,1098,32,2,0
6/11/16,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,4.97272,8,1.64,143,6,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Model_Type,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,3.1,6,0.78,8,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:New_Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW-DEALS,2.4,9,1.6,5,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Automatic,xNew-Make:Nissan|Model:Qashqai|Match:Exact,AUTOMATIC,2.3,7,0.77,17,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:New_Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW-PRICE,1,10,1.29,1,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PCP,3.2,8,3.2,21,2,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,3,9.16666,4.45,24,6,2,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Discount,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DISCOUNT,1,9,0.4,2,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,3.1,8,0.35,24,1,1,0
6/11/16,Make:Nissan|Model:Qashqai|Type:New_Buy,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW-BUY,1,10,1.41,1,1,0,0
6/11/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,3.5,7,22.29,3140,53,6,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,SALE,4.8,7,0.78,106,3,0,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,2,10,0.46,1,1,0,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEALS,4.4,9,2.2,47,5,0,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Configuration,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CONFIGURATION,2.4,5,1.78,12,1,0,0
6/12/16,Make:Nissan|Model:Qashqai|Country:UK,xNew-Make:Nissan|Model:Qashqai|Match:BMM,UK,1.9,6,3.5,266,6,2,0
6/12/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW,3.50698,7.75,1.26,415,4,1,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Best_Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BEST-PRICE,3.2,9,0.58,9,1,0,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,4,7,1.56,4206,8,3,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,3.70357,9,0.53,28,2,0,0
6/12/16,Make:Nissan|Model:Qashqai|Type:2016_Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016-PRICE,3,8,0.27,1,1,0,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,4.1,7,2.47,1128,8,2,0
6/12/16,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,5.36792,8,0.39,106,2,0,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FINANCE,3,9,0.45,2,1,0,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,2.7,6,2.86,30,7,1,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:Exact,BUY,5,8,0.16,5,1,0,0
6/12/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,2.5,7,1.49,227,6,1,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,1.8,7,81.81,10115,94,6,0
7/1/16,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FOR-SALE,6.3,8,0.41,43,1,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Automatic,xNew-Make:Nissan|Model:Qashqai|Match:BMM,AUTOMATIC,5.5,6,0.36,14,1,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,1.5,9.5,9.18,47,6,2,0
7/1/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW,2,8,12.04,173,8,1,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,3.7,8,1.16,48,2,1,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Car,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CAR,3.5,10,0.39,4,1,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,1.7,8,1.69,41,1,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,2.1,10,3.7,43,2,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Cheap,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CHEAP,2.3,9,1.27,10,1,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,1.5,7,37.46,1227,50,7,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PRICE,2.87857,7.16666,4.63,84,6,1,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Automatic,xNew-Make:Nissan|Model:Qashqai|Match:Exact,AUTOMATIC,1.6,7,0.93,8,1,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,SALE,3.6,8,0.48,5,1,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2.07894,8,7.78,38,4,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,1.20394,9.07142,21,76,14,3,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,1.4,10,16.56,44,7,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,1.1,6,0.9,21,1,0,0
7/1/16,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,2.82251,7,70.11,5046,81,9,0
7/1/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PCP,1.9,8,1.98,18,1,0,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEALS,2.2,9,18.92,176,17,1,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.1,7,134,12713,151,15,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Car,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CAR,2.72222,9,1.46,18,2,0,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,2,10,7.79,95,5,0,0
7/2/16,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:BMM,2016,3,4,0.69,1,1,1,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,2.4,8,10.84,118,7,0,0
7/2/16,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2.9,8,1.66,32,1,0,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,2.1,10,17.12,84,9,3,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Cheap,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CHEAP,3.3,9,1.07,6,1,0,0
7/2/16,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FOR-SALE,4.6,7,0.55,57,1,0,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FINANCE,3.532,8.66666,3.71,50,3,2,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Car,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CAR,1.3,8,2.19,22,4,0,0
7/2/16,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2.51791,7.5,2.46,67,4,1,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,2,6,14.03,474,12,3,1
7/2/16,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,1.5,7,55.76,2031,93,14,1
7/2/16,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2,10,12.33,64,6,2,0
7/2/16,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,2.25483,9,5.95,93,7,2,0
7/2/16,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,1.80372,6,23.56,429,27,3,0
